Boat,Category,Club,Courses_Nat,Division,Name,Num_Courses,Points,Points_Club,Rank,Scratch,Year
C1H,S,Canoe Kayak Pontarlier,"
			571		","
			2010		"
K1H,J,Canoe Kayak Jarnac Sports,"
			3		",niveau,Maxime Tisseron,"
			4		","
			976.57		",424,"
			1187		","
			572		","
			2007		"
K1H,M,C.k.c. Beaurainvillois,"
			3		",niveau,Antoine Dolle,"
			4		","
			978.24		",363,"
			1188		","
			573		","
			2010		"
K1D,J,Canoe Kayak Clisson,"
			3		",niveau,Johanne Duval-pourrieux,"
			4		","
			978.32		",338,"
			1189		","
			207		","
			2007		"
C1H,J,Canoe Kayak Jarnac Sports,"
			3		",niveau,Lorenzo Sourbe,"
			4		","
			979.19		",404,"
			1190		","
			272		","
			2007		"
C1H,C,Bac Ck Sevres Issy,"
			3		",niveau,Jules Bachoffer,"
			4		","
			979.52		",402,"
			1191		","
			273		","
			2009		"
K1H,M,U.s. Sauveterre C.k.,"
			3		",niveau,Lucyan Coupe,"
			4		","
			980.67		",362,"
			1192		","
			574		","
			2010		"
C1H,M,C.k.c. Nancy Tomblaine,"
			3		",niveau,Alex Nicolay,"
			4		","
			981.09		",340,"
			1193		","
			274		","
			2010		"
K1H,C,Angouleme Canoe Kayak,"
			3		",niveau,Kaalan Epinoux,"
			4		","
			981.22		",421,"
			1194		","
			575		","
			2009		"
C1H,V4,Ck Lyon Oullins La Mulatiere,"
			3		",niveau,Alexei Evlachev,"
			4		","
			981.83		",337,"
			1195		","
			275		","
			1971		"
C1H,M,Chateauneuf Vibrac CanoË Kayak,"
			3		",niveau,Sacha Larenaudie-danton,"
			4		","
			983.37		",335,"
			1196		","
			276		","
			2010		"
C2M,C,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Tylo Egraz,"
			4		","
			985.56		",620,"
			1197		","
			12		","
			2009		"
K1H,C,C.k. Bousse Hagondange,"
			3		",niveau,Mathis Tamburini,"
			4		","
			985.61		",420,"
			1198		","
			576		","
			2008		"
C2M,V1,Club Sportif Beaumontais Canoe Kayak,"
			3		",niveau,Delphine Brunet,"
			4		","
			987.34		",520,"
			1199		","
			13		","
			1975		"
C1D,S,Club Sportif De Meaux,"
			3		",niveau,Laura Demuru,"
			4		","
			989.72		",334,"
			1200		","
			105		","
			1992		"
C1H,C,Canoe Kayak Aubeterre,"
			3		",niveau,Ewen Robelin,"
			4		","
			990.81		",392,"
			1201		","
			277		","
			2009		"
C1D,J,Amicale Laique Toul Canoe Kayak,"
			3		",niveau,Ariane Thuillier,"
			4		","
			996.74		",388,"
			1202		","
			106		","
			2007		"
K1H,C,Kayak Club Angerien,"
			3		",niveau,Axel Brunet,"
			4		","
			1000.46		",419,"
			1203		","
			577		","
			2009		"
K1H,M,Eyrieux Canoe Kayak,"
			3		",niveau,Pierre Rourin,"
			4		","
			1000.67		",357,"
			1204		","
			578		","
			2010		"
K1H,C,Canoe Kayak Pontarlier,"
			3		",niveau,Timeo Lonchamp,"
			4		","
			1005		",416,"
			1205		","
			579		","
			2008		"
K1H,J,Kayak Club De Metz,"
			3		",niveau,Barnabe De Raigniac,"
			4		","
			1006.6		",415,"
			1206		","
			580		","
			2007		"
C1H,C,Canoe Kayak Toulousain,"
			3		",niveau,Camille Saint Macary,"
			4		","
			1007.28		",390,"
			1207		","
			278		","
			2008		"
C1D,C,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Agathe Di Giovanni,"
			4		","
			1012.83		",381,"
			1208		","
			107		","
			2009		"
C1D,J,C.k. Audincourtois,"
			3		",niveau,Cathilya Talon,"
			4		","
			1014.31		",375,"
			1209		","
			108		","
			2007		"
C1H,V1,Canoe Kayak Toulousain,"
			3		",niveau,Mathieu Villeger,"
			4		","
			1019.47		",328,"
			1210		","
			279		","
			1986		"
K1H,V4,C.k.c. Guingampais,"
			3		",niveau,Jean Christophe Olivo,"
			4		","
			1019.7		",354,"
			1211		","
			581		","
			1971		"
C1H,C,Canoe Kayak De Vertou,"
			3		",niveau,Meven Le Berre,"
			4		","
			1021.76		",385,"
			1212		","
			280		","
			2008		"
K1H,C,Hermes Canoe Kayak,"
			3		",niveau,Bastien Rorive,"
			4		","
			1024.12		",413,"
			1213		","
			582		","
			2009		"
K1D,C,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Sidonie Burgio,"
			4		","
			1027.73		",334,"
			1214		","
			208		","
			2008		"
K1H,V3,C.k. Audincourtois,"
			3		",niveau,Alexandre Lambert,"
			4		","
			1028.86		",352,"
			1215		","
			583		","
			1977		"
K1H,S,Canoe Kayak Clisson,"
			3		",niveau,Raphael Garnier-albert,"
			4		","
			1030.34		",351,"
			1216		","
			584		","
			2005		"
K1H,C,Kayak Club Angerien,"
			3		",niveau,Flavien Barbe,"
			4		","
			1031.68		",410,"
			1217		","
			585		","
			2009		"
K1H,C,C.k. Dormans Eaux Libres,"
			3		",niveau,Tristan Lobjois,"
			4		","
			1032.42		",408,"
			1218		","
			586		","
			2009		"
K1D,M,La Plagne Eaux Vives,"
			3		",niveau,Ines Schoch,"
			4		","
			1034.53		",271,"
			1219		","
			209		","
			2010		"
K1H,C,C.k.c. De L'ill Selestat,"
			3		",niveau,Valentin Bortolin Brunel,"
			4		","
			1036.43		",407,"
			1220		","
			587		","
			2008		"
C1H,C,Ancerville-bar Le Duc,"
			3		",niveau,Pol Guivarch,"
			4		","
			1039.03		",383,"
			1221		","
			281		","
			2009		"
K1H,S,Stadoceste Tarbais C.k.,"
			3		",niveau,Flavien Portier,"
			4		","
			1042.03		",346,"
			1222		","
			588		","
			1993		"
K1H,V2,Rethel Chateau Canoe Kayak,"
			3		",niveau,Julien Prompt,"
			4		","
			1044.16		",345,"
			1223		","
			589		","
			1980		"
C2H,C,Angouleme Canoe Kayak,"
			3		",niveau,Valentin Gravereaux,"
			4		","
			1046.24		",616,"
			1224		","
			21		","
			2009		"
K1H,V3,Pagaie Orleans Metropole,"
			3		",niveau,Steve Bruniquel,"
			4		","
			1046.83		",344,"
			1225		","
			590		","
			1976		"
K1H,V2,Canoe Kayak Du Pays De Broceliande,"
			3		",niveau,Max Lekeux,"
			4		","
			1047.48		",343,"
			1226		","
			591		","
			1980		"
C1H,M,C.k.c. Guingampais,"
			3		",niveau,Noe Beaucourt,"
			4		","
			1051.42		",320,"
			1227		","
			282		","
			2010		"
C1D,C,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Margot Ollivier,"
			4		","
			1056.14		",368,"
			1228		","
			109		","
			2009		"
K1D,S,Marne Et Gondoire CanoË Kayak,"
			3		",niveau,Auriane Janssen Bennynck,"
			4		","
			1058.44		",267,"
			1229		","
			210		","
			2004		"
K1H,M,Foix Canoe Kayak Eau Vive,"
			3		",niveau,Mathias Villemus,"
			4		","
			1058.72		",342,"
			1230		","
			592		","
			2010		"
C2H,S,Ascpa C.k. Strasbourg,"
			3		",niveau,Victor Henry,"
			4		","
			1059.19		",534,"
			1231		","
			22		","
			2003		"
K1H,S,Canoe Kayak Pontarlier,"
			3		",niveau,Baptiste Maury,"
			4		","
			1060.29		",341,"
			1232		","
			593		","
			2005		"
C1H,M,Canoe Kayak Uzerche,"
			3		",niveau,Dimitri Dumas,"
			4		","
			1063.07		",318,"
			1233		","
			283		","
			2010		"
C2D,J,Ancerville-bar Le Duc,"
			3		",niveau,Mattea Hannequin,"
			4		","
			1063.13		",760,"
			1234		","
			4		","
			2007		"
C1H,S,Canoe Kayak Toulousain,"
			3		",niveau,Hugo Vangilluwen,"
			4		","
			1064.02		",315,"
			1235		","
			284		","
			2005		"
C1D,C,Grenoble Alpes Canoe Kayak,"
			3		",niveau,Anat Brissaud,"
			4		","
			1065.86		",362,"
			1236		","
			110		","
			2008		"
K1D,C,Eyrieux Canoe Kayak,"
			3		",niveau,Alice Baptiste,"
			4		","
			1072.16		",324,"
			1237		","
			211		","
			2009		"
K1H,C,Torcy Canoe Kayak,"
			3		",niveau,Ilyes Chaabi,"
			4		","
			1074.1		",400,"
			1238		","
			594		","
			2009		"
K1H,M,C.k.c. De L'ill Selestat,"
			3		",niveau,Noa Conreaux Viraswami,"
			4		","
			1080.52		",338,"
			1239		","
			595		","
			2010		"
C2H,S,Canoe Kayak Club Brionne,"
			3		",niveau,Noa Harel,"
			4		","
			1080.91		",512,"
			1240		","
			23		","
			2005		"
K1H,C,Muret Olympique C.k.,"
			3		",niveau,Leandre Kudell,"
			4		","
			1082.68		",397,"
			1241		","
			596		","
			2009		"
K1H,S,Canoe Kayak Club Brionne,"
			3		",niveau,Noa Harel,"
			4		","
			1086.71		",336,"
			1242		","
			597		","
			2005		"
C1H,S,Picquigny Vieille Somme,"
			3		",niveau,Etienne Michel,"
			4		","
			1092.02		",313,"
			1243		","
			285		","
			2005		"
K1H,C,Canoe Kayak Club Therain,"
			3		",niveau,Benjamin Sacher,"
			4		","
			1097.56		",395,"
			1244		","
			598		","
			2009		"
K1H,J,C.k.c. Beaurainvillois,"
			3		",niveau,Remy Perrard,"
			4		","
			1108.48		",394,"
			1245		","
			599		","
			2007		"
C1H,J,Fjep Bazancourt,"
			3		",niveau,Victor-antoine Roussel,"
			4		","
			1112.34		",371,"
			1246		","
			286		","
			2007		"
K1H,M,Angouleme Canoe Kayak,"
			3		",niveau,Joani Dalgalarrondo,"
			4		","
			1114.39		",333,"
			1247		","
			600		","
			2010		"
K1H,M,C.k.c. De L'ill Selestat,"
			3		",niveau,Pierre Louis Fix,"
			4		","
			1116.18		",332,"
			1248		","
			601		","
			2010		"
C2H,C,Canoe Kayak Club France,"
			3		",niveau,Jo Rivrin-delfosse,"
			4		","
			1118.4		",549,"
			1249		","
			24		","
			2009		"
C1D,S,Ascpa C.k. Strasbourg,"
			3		",niveau,Anais Mouhoub,"
			4		","
			1121.7		",296,"
			1250		","
			111		","
			1999		"
K1H,J,Club La Palue Castets,"
			3		",niveau,Dyclann Clerc,"
			4		","
			1126.83		",391,"
			1251		","
			602		","
			2007		"
K1H,C,Les Castors Rislois Ck Pont-audemer,"
			3		",niveau,Lilian Paton,"
			4		","
			1162.03		",390,"
			1252		","
			603		","
			2009		"
C1H,C,C.k. Dormans Eaux Libres,"
			3		",niveau,Benoit Capitaine,"
			4		","
			1163.91		",368,"
			1253		","
			287		","
			2009		"
C1H,M,C.k.c. Beaurainvillois,"
			3		",niveau,Antoine Dolle,"
			4		","
			1165.21		",306,"
			1254		","
			288		","
			2010		"
C2H,C,Canoe Kayak Haute Isere,"
			3		",niveau,Elliot Bastard,"
			4		","
			1167.4		",527,"
			1255		","
			25		","
			2008		"
K1H,V3,Canoe Kayak Du Pays De Broceliande,"
			3		",niveau,Bertrand Lajoye,"
			4		","
			1170.93		",328,"
			1256		","
			604		","
			1979		"
C1H,V3,Pagaie Orleans Metropole,"
			3		",niveau,Herve Denis,"
			4		","
			1191.53		",303,"
			1257		","
			289		","
			1978		"
K1D,C,Muret Olympique C.k.,"
			3		",niveau,Ambre Dantepal,"
			4		","
			1197.19		",320,"
			1258		","
			212		","
			2008		"
C1D,M,C.k.c. Beaurainvillois,"
			3		",niveau,Lizie Lavignon,"
			4		","
			1198.34		",289,"
			1259		","
			112		","
			2010		"
K1D,C,Canoe Kayak Jarnac Sports,"
			3		",niveau,Suzanne Gerbeau,"
			4		","
			1206		",317,"
			1260		","
			213		","
			2009		"
C1D,S,Bac Ck Sevres Issy,"
			3		",niveau,Marguerite Mathey,"
			4		","
			1214.14		",283,"
			1261		","
			113		","
			1994		"
K1D,J,Herouville Caen Canoë Kayak,"
			3		",niveau,Zoe Dronne,"
			4		","
			1216.27		",313,"
			1262		","
			214		","
			2006		"
K1H,V5,Canoe Kayak Club De Mehun,"
			3		",niveau,Eric Pouradier,"
			4		","
			1219.45		",327,"
			1263		","
			605		","
			1958		"
C1D,C,Kayak Club De Metz,"
			3		",niveau,Calie Lang,"
			4		","
			1228.57		",336,"
			1264		","
			114		","
			2009		"
K1D,C,Muret Olympique C.k.,"
			3		",niveau,Emma Dechaumont,"
			4		","
			1242.19		",310,"
			1265		","
			215		","
			2008		"
C1H,M,La Plagne Eaux Vives,"
			3		",niveau,Nathan Blanchet,"
			4		","
			1257.64		",301,"
			1266		","
			290		","
			2010		"
C1D,S,Club Canoe Kayak De La Boulogne-rocheserviere,"
			3		",niveau,Aurore Gobin,"
			4		","
			1260.42		",270,"
			1267		","
			115		","
			2005		"
K1H,S,Picquigny Vieille Somme,"
			3		",niveau,Mathias Humel,"
			4		","
			1280.99		",326,"
			1268		","
			606		","
			2002		"
C1H,S,Union Sportive Charitoise,"
			3		",niveau,Alexis Fourotte,"
			4		","
			1283.41		",299,"
			1269		","
			291		","
			2005		"
K1D,C,C.k. Bousse Hagondange,"
			3		",niveau,Tess Greiveldinger,"
			4		","
			1294.27		",306,"
			1270		","
			216		","
			2009		"
C1D,C,Torcy Canoe Kayak,"
			3		",niveau,Anae Calleau,"
			4		","
			1298.16		",324,"
			1271		","
			116		","
			2009		"
C2M,V5,Chauvigny Valdivienne Canoe Kayak,"
			3		",niveau,Sophie Delage,"
			4		","
			1304.43		",481,"
			1272		","
			14		","
			1968		"
K1H,V3,Foyer Loisirs Manslois,"
			3		",niveau,Stephane Francois,"
			4		","
			1305.45		",325,"
			1273		","
			607		","
			1978		"
K1D,C,Club La Palue Castets,"
			3		",niveau,Anais Lecoutre,"
			4		","
			1315.45		",303,"
			1274		","
			217		","
			2008		"
K1H,M,Canoe Kayak Uzerche,"
			3		",niveau,Paul Bozon,"
			4		","
			1328.59		",324,"
			1275		","
			608		","
			2010		"
K1H,C,Canoe Kayak Val De Risle,"
			3		",niveau,Gabin Belliere,"
			4		","
			1332.02		",383,"
			1276		","
			609		","
			2009		"
K1H,S,Stade Montois,"
			3		",niveau,Leo Autin,"
			4		","
			1336.62		",322,"
			1277		","
			610		","
			2005		"
K1H,C,Les Alligators - Landerneau,"
			3		",niveau,Elian Le Roux,"
			4		","
			1392.13		",381,"
			1278		","
			611		","
			2009		"
C1H,S,U.s.c. Nay Canoe Kayak,"
			3		",niveau,Quentin Arnaudin,"
			4		","
			1408.36		",296,"
			1279		","
			292		","
			2005		"
C1H,V2,Canoe Kayak Du Pays De Broceliande,"
			3		",niveau,Max Lekeux,"
			4		","
			1422.5		",294,"
			1280		","
			293		","
			1980		"
C1H,C,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Arthur Meunier,"
			4		","
			1437.76		",351,"
			1281		","
			294		","
			2008		"
C1H,C,Canoe Kayak Jarnac Sports,"
			3		",niveau,Brice Basset - Bacles,"
			4		","
			1444.78		",349,"
			1282		","
			295		","
			2008		"
K1D,C,Muret Olympique C.k.,"
			3		",niveau,Anaelle Carayon,"
			4		","
			1465.99		",299,"
			1283		","
			218		","
			2008		"
K1D,C,U.s.c. Nay Canoe Kayak,"
			3		",niveau,Alix Pons-genty,"
			4		","
			1493.79		",296,"
			1284		","
			219		","
			2008		"
K1H,V3,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Emmanuel Metay,"
			4		","
			1506.48		",320,"
			1285		","
			612		","
			1975		"
C2M,C,Les Castors Rislois Ck Pont-audemer,"
			3		",niveau,Margot Maheut,"
			4		","
			1509		",501,"
			1286		","
			15		","
			2008		"
C1D,M,Ascpa C.k. Strasbourg,"
			3		",niveau,Lilou Pearl Garnier,"
			4		","
			1527.41		",257,"
			1287		","
			117		","
			2010		"
K1H,M,U.s.c. Nay Canoe Kayak,"
			3		",niveau,Marek Leprevost,"
			4		","
			1546.56		",318,"
			1288		","
			613		","
			2010		"
C2M,C,Kayak Club De Metz,"
			3		",niveau,Calie Lang,"
			4		","
			1549.03		",461,"
			1289		","
			16		","
			2009		"
K1H,C,Kayak Club Angerien,"
			3		",niveau,Lothaire Merinho-guerin,"
			4		","
			1567.58		",377,"
			1290		","
			614		","
			2009		"
C1H,S,Canoe Kayak Club Brionne,"
			3		",niveau,Noa Harel,"
			4		","
			1575.19		",286,"
			1291		","
			296		","
			2005		"
C2D,C,Red Star Club Champigny,"
			3		",niveau,Clemence Debayle,"
			4		","
			1618.57		",660,"
			1292		","
			5		","
			2009		"
C1D,J,Canoe Kayak Jarnac Sports,"
			3		",niveau,Flore De Sutter,"
			4		","
			1670.75		",311,"
			1293		","
			118		","
			2006		"
K1D,J,Canoe Kayak Aturin,"
			3		",niveau,Anissa Lalaoui,"
			4		","
			1705.76		",292,"
			1294		","
			220		","
			2006		"
K1D,C,Les Alligators - Landerneau,"
			3		",niveau,Laurine Le Loc'h,"
			4		","
			1726.85		",289,"
			1295		","
			221		","
			2009		"
C2H,S,Val De L'indre Canoe Kayak,"
			3		",niveau,Thomas Sudron,"
			4		","
			1752.79		",445,"
			1296		","
			26		","
			2005		"
K1H,V5,Canoe Kayak Aturin,"
			3		",niveau,Jean-luc Pessoni,"
			4		","
			1875.16		",316,"
			1297		","
			615		","
			1956		"
C2M,C,Kayak Club Angerien,"
			3		",niveau,Graciella Gay,"
			4		","
			1940.35		",421,"
			1298		","
			17		","
			2009		"
K1H,S,Herouville Caen Canoë Kayak,"
			3		",niveau,Julien Perros,"
			4		","
			1990.02		",315,"
			1299		","
			616		","
			1999		"
K1H,M,Orthez Nautique C.k.,"
			3		",niveau,Sacha Arriau,"
			4		","
			2067.16		",314,"
			1300		","
			617		","
			2010		"
K1D,C,Club La Palue Castets,"
			3		",niveau,Lauryne Ronzier,"
			4		","
			2093.94		",285,"
			1301		","
			222		","
			2009		"
C1D,V1,Club Sportif De Meaux,"
			3		",niveau,Celine Kalwarowski,"
			4		","
			2119.92		",244,"
			1302		","
			119		","
			1987		"
K1H,C,Canoe Kayak Club Therain,"
			3		",niveau,Camille Vauzelle,"
			4		","
			2158.33		",373,"
			1303		","
			618		","
			2009		"
C2H,C,Les Castors Rislois Ck Pont-audemer,"
			3		",niveau,Dylan Moreira,"
			4		","
			2199.54		",483,"
			1304		","
			27		","
			2008		"
K1D,V3,U.s.c. Nay Canoe Kayak,"
			3		",niveau,Anne Gaby,"
			4		","
			2201.11		",222,"
			1305		","
			223		","
			1977		"
C2D,C,Les Castors Rislois Ck Pont-audemer,"
			3		",niveau,Margot Maheut,"
			4		","
			2250.59		",561,"
			1306		","
			6		","
			2008		"
K1H,M,Ancerville-bar Le Duc,"
			3		",niveau,Oscar Marchal,"
			4		","
			2255.61		",312,"
			1307		","
			619		","
			2010		"
K1D,M,Stade Montois,"
			3		",niveau,Victoria Bliznitchenko,"
			4		","
			2282.53		",218,"
			1308		","
			224		","
			2010		"
K1H,M,Canoe Kayak Des Gaves,"
			3		",niveau,Edric Leproux,"
			4		","
			2610.76		",311,"
			1309		","
			620		","
			2010		"
K1H,S,Ckc Vallee De L'ain,"
			2		",niveau,Etienne Wiche,"
			4		","
			237.19		",309,"
			1310		","
			621		","
			2002		"
K1D,S,Cadpa Huningue,"
			2		",niveau,Svenja Matti,"
			4		","
			242.83		",215,"
			1311		","
			225		","
			2002		"
C1H,J,Niagara Canoe Kayak Club,"
			2		",niveau,Gabriel Raggi,"
			4		","
			244.21		",344,"
			1312		","
			297		","
			2007		"
K1H,S,C.k.c. Nancy Tomblaine,"
			2		",niveau,Thomas L'huillier,"
			4		","
			255.44		",308,"
			1313		","
			622		","
			2001		"
K1H,V1,C.k.c. De L'ill Selestat,"
			2		",niveau,Pierre Marie Roussel,"
			4		","
			292.05		",307,"
			1314		","
			623		","
			1987		"
K1D,V5,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			2		",niveau,Anne Boixel,"
			4		","
			333.8		",211,"
			1315		","
			226		","
			1965		"
K1H,J,Canoë Kayak Club Benedictin,"
			2		",niveau,Esteban Mussate,"
			4		","
			346.9		",366,"
			1316		","
			624		","
			2006		"
K1H,S,C.k.c. De L'ill Selestat,"
			2		",niveau,Otello Willmann Rosso,"
			4		","
			365.06		",305,"
			1317		","
			625		","
			1990		"
K1H,V5,Alck Bagneres De Bigorre,"
			2		",niveau,Bertrand Gourrat,"
			4		","
			365.58		",304,"
			1318		","
			626		","
			1968		"
C1H,V1,C.k.c. De L'ill Selestat,"
			2		",niveau,Pierre Marie Roussel,"
			4		","
			370.75		",282,"
			1319		","
			298		","
			1987		"
K1D,S,C.k.c. De L'ill Selestat,"
			2		",niveau,Mae Bianco,"
			4		","
			393.2		",208,"
			1320		","
			227		","
			2004		"
C1H,V2,Pagaie Orleans Metropole,"
			2		",niveau,Fabien Tournadre,"
			4		","
			401.55		",279,"
			1321		","
			299		","
			1982		"
K1H,S,Chambery Le Bourget Canoe Kayak,"
			2		",niveau,Jimy Bercon,"
			4		","
			418.25		",303,"
			1322		","
			627		","
			1990		"
K1H,S,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			2		",niveau,Bastien Mailly,"
			4		","
			424.54		",302,"
			1323		","
			628		","
			2003		"
K1H,S,Pau Canoe-kayak Club Universitaire,"
			2		",niveau,Paul Commenges,"
			4		","
			424.82		",301,"
			1324		","
			629		","
			1995		"
C1D,S,Golbey Epinal St Nabord,"
			2		",niveau,Iana Gonseth,"
			4		","
			425.71		",238,"
			1325		","
			120		","
			2005		"
C1H,S,Pau Canoe-kayak Club Universitaire,"
			2		",niveau,Cedric Landreau,"
			4		","
			426.17		",277,"
			1326		","
			300		","
			2002		"
C1H,J,Niagara Canoe Kayak Club,"
			2		",niveau,Rockyann Ingrat,"
			4		","
			428.99		",334,"
			1327		","
			301		","
			2006		"
K1D,S,Red Star Club Champigny,"
			2		",niveau,Nelia Barbosa,"
			4		","
			439.18		",204,"
			1328		","
			228		","
			1998		"
K1H,V1,Ile De Sein Nautisme,"
			2		",niveau,Pierre Portais,"
			4		","
			447.19		",299,"
			1329		","
			630		","
			1985		"
K1H,S,Cadpa Huningue,"
			2		",niveau,Pitt Rohrer,"
			4		","
			459.16		",298,"
			1330		","
			631		","
			2002		"
K1D,V1,Canoe Kayak Toulousain,"
			2		",niveau,Laetitia Thueux,"
			4		","
			464.04		",201,"
			1331		","
			229		","
			1985		"
K1H,S,Spcoc La Colle Sur Loup,"
			2		",niveau,Rutger Hoedemaker,"
			4		","
			468.08		",297,"
			1332		","
			632		","
			2001		"
K1D,S,Plumeliau Canoe Kayak ,"
			2		",niveau,Maela Le Corre,"
			4		","
			472.75		",197,"
			1333		","
			230		","
			1998		"
K1H,V2,Lannion Canoe Kayak,"
			2		",niveau,Francois Adam,"
			4		","
			473.01		",296,"
			1334		","
			633		","
			1980		"
K1H,V2,Herouville Caen Canoë Kayak,"
			2		",niveau,Emeric Bertrand,"
			4		","
			484.96		",295,"
			1335		","
			634		","
			1984		"
K1D,V4,Lannion Canoe Kayak,"
			2		",niveau,Sylviane Quemerais,"
			4		","
			485.8		",194,"
			1336		","
			231		","
			1971		"
C1H,V3,Pau Canoe-kayak Club Universitaire,"
			2		",niveau,Arnaud Pontaut,"
			4		","
			485.81		",272,"
			1337		","
			302		","
			1978		"
K1H,S,Eaux Vives Oyonnax C.k.,"
			2		",niveau,Clement Innocenti,"
			4		","
			491.29		",294,"
			1338		","
			635		","
			2004		"
K1H,V2,Montpellier Eaux Vives,"
			2		",niveau,Jean Charles Creusot Walter,"
			4		","
			492.42		",293,"
			1339		","
			636		","
			1984		"
K1H,V4,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			2		",niveau,Stephane Debliquy,"
			4		","
			495.82		",292,"
			1340		","
			637		","
			1972		"
K1H,V4,Kayak Club De Rennes,"
			2		",niveau,Emmanuel Cosse,"
			4		","
			501.49		",291,"
			1341		","
			638		","
			1974		"
C1H,S,Lanester Canoe Kayak Club,"
			2		",niveau,Simon Le Nevez,"
			4		","
			505.99		",269,"
			1342		","
			303		","
			2005		"
C1H,C,Niagara Canoe Kayak Club,"
			2		",niveau,Riwal Le Ray,"
			4		","
			513.67		",327,"
			1343		","
			304		","
			2008		"
C1H,J,Red Star Club Champigny,"
			2		",niveau,Kavishan Kulatunga,"
			4		","
			519.98		",325,"
			1344		","
			305		","
			2006		"
C1H,V1,Canoe Club Du Lie,"
			2		",niveau,Julien Rocaboy,"
			4		","
			528.5		",262,"
			1345		","
			306		","
			1985		"
K1H,S,Canoe Kayak Club Brionne,"
			2		",niveau,Romain Bouillon,"
			4		","
			530.55		",289,"
			1346		","
			639		","
			1996		"
K1H,S,Les Alligators - Landerneau,"
			2		",niveau,Vincent Donval,"
			4		","
			531.91		",288,"
			1347		","
			640		","
			2004		"
K1H,V3,Canoe Kayak Club Brionne,"
			2		",niveau,Mickael Louchard,"
			4		","
			532.55		",287,"
			1348		","
			641		","
			1977		"
K1H,V3,Cadpa Huningue,"
			2		",niveau,Thomas Michel,"
			4		","
			534.29		",286,"
			1349		","
			642		","
			1976		"
K1H,J,C.k.c. Beaurainvillois,"
			2		",niveau,Mathys Valliere,"
			4		","
			549.35		",345,"
			1350		","
			643		","
			2007		"
K1H,C,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			2		",niveau,Basile Soyer,"
			4		","
			551.07		",344,"
			1351		","
			644		","
			2008		"
K1H,V1,Red Star Club Champigny,"
			2		",niveau,Florian Perenchio,"
			4		","
			554.23		",283,"
			1352		","
			645		","
			1985		"
K1H,V4,Canoe Kayak De Quimperle,"
			2		",niveau,Vincent Salmon,"
			4		","
			554.53		",282,"
			1353		","
			646		","
			1973		"
K1H,S,Vallee Vonne Canoe Kayak,"
			2		",niveau,Lucas Deleplancque,"
			4		","
			556.21		",281,"
			1354		","
			647		","
			2003		"
C2H,S,Club Sportif Beaumontais Canoe Kayak,"
			2		",niveau,Fabien Bonvalet,"
			4		","
			558.81		",401,"
			1355		","
			28		","
			2003		"
C1H,S,Golbey Epinal St Nabord,"
			2		",niveau,Nathanael Pedron,"
			4		","
			559.86		",260,"
			1356		","
			307		","
			2000		"
C2M,V2,Angouleme Canoe Kayak,"
			2		",niveau,Emilie Chamouleau,"
			4		","
			565.32		",321,"
			1357		","
			18		","
			1983		"
K1H,V1,La Pagaie Des Avens,"
			2		",niveau,Hoel Carnot,"
			4		","
			566.04		",279,"
			1358		","
			648		","
			1986		"
K1D,V1,Canoe Kayak Jarnac Sports,"
			2		",niveau,Lucie Ragot Perrin,"
			4		","
			568.87		",190,"
			1359		","
			232		","
			1988		"
K1H,J,Canoe Kayak Club France,"
			2		",niveau,Enzo Marchand,"
			4		","
			570.13		",338,"
			1360		","
			649		","
			2006		"
K1H,S,Eaux Vives Oyonnax C.k.,"
			2		",niveau,Maxence Violy,"
			4		","
			570.19		",277,"
			1361		","
			650		","
			2003		"
K1D,V2,Angouleme Canoe Kayak,"
			2		",niveau,Emilie Chamouleau,"
			4		","
			574.19		",187,"
			1362		","
			233		","
			1983		"
K1H,S,Lannion Canoe Kayak,"
			2		",niveau,Elouan Le Fournis,"
			4		","
			575.52		",276,"
			1363		","
			651		","
			2002		"
K1H,V5,Marne Et Gondoire CanoË Kayak,"
			2		",niveau,Francois Durand,"
			4		","
			581.62		",275,"
			1364		","
			652		","
			1966		"
K1H,S,Plumeliau Canoe Kayak ,"
			2		",niveau,Yann Le Bourser,"
			4		","
			582.78		",274,"
			1365		","
			653		","
			1998		"
K1H,S,Kayak Club De Metz,"
			2		",niveau,Alexis Sevrez,"
			4		","
			583.02		",273,"
			1366		","
			654		","
			2001		"
K1H,V2,Angouleme Canoe Kayak,"
			2		",niveau,Thibaud Delaunay,"
			4		","
			589.93		",272,"
			1367		","
			655		","
			1982		"
K1H,J,Club Canoe Kayak L'islois,"
			2		",niveau,Victor Silanus,"
			4		","
			590.6		",331,"
			1368		","
			656		","
			2007		"
K1H,J,Herouville Caen Canoë Kayak,"
			2		",niveau,Guillaume Cahagne,"
			4		","
			593.04		",329,"
			1369		","
			657		","
			2006		"
K1H,V5,Canoe Kayak Clisson,"
			2		",niveau,Denis Guilmard,"
			4		","
			599.46		",268,"
