Boat,Category,Club,Courses_Nat,Division,Name,Num_Courses,Points,Points_Club,Rank,Scratch,Year
C1H,S,Canoe Kayak Pontarlier,"
			3		",niveau,Morgane Gharbi-louyer,"
			4		","
			482.16		",688,"
			608		","
			107		","
			2009		"
C1D,S,C.k.c. Beaurainvillois,"
			3		",niveau,Emma Pouilly,"
			4		","
			483.39		",712,"
			609		","
			46		","
			2005		"
K1D,V3,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Fanny Mino-vercellio,"
			4		","
			483.68		",625,"
			610		","
			108		","
			1979		"
K1H,C,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Maxime Riviere,"
			4		","
			484.81		",715,"
			611		","
			311		","
			2008		"
C1H,S,Canoe Kayak Jarnac Sports,"
			3		",niveau,Dylan Renneteau,"
			4		","
			485.03		",664,"
			612		","
			140		","
			2003		"
C1H,J,Kayak Club De Metz,"
			3		",niveau,GrÉgoire Fontan,"
			4		","
			486.34		",721,"
			613		","
			141		","
			2007		"
K1H,S,Les Alligators - Landerneau,"
			3		",niveau,Mathieu Aussant,"
			4		","
			486.38		",654,"
			614		","
			312		","
			2000		"
K1H,S,Kayak Club De Metz,"
			3		",niveau,Simon Bouchot,"
			4		","
			486.43		",653,"
			615		","
			313		","
			2005		"
C1H,S,Club Canoe Kayak Vienne,"
			3		",niveau,Clement Dancette,"
			4		","
			488.08		",659,"
			616		","
			142		","
			2005		"
K1H,S,Csa Ruelle Canoe Kayak,"
			3		",niveau,Nicolas Cappy,"
			4		","
			489.34		",651,"
			617		","
			314		","
			2001		"
C1H,C,Canoe Kayak Club France,"
			3		",niveau,Jo Rivrin-delfosse,"
			4		","
			490.61		",717,"
			618		","
			143		","
			2009		"
K1D,C,Orthez Nautique C.k.,"
			3		",niveau,Cloe Ducasse,"
			4		","
			490.88		",681,"
			619		","
			109		","
			2008		"
C1H,C,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,GÉdÉon Gonseth,"
			4		","
			492.17		",714,"
			620		","
			144		","
			2008		"
K1H,V3,Aixe Canoe Kayak,"
			3		",niveau,Stephane Borde,"
			4		","
			492.64		",650,"
			621		","
			315		","
			1979		"
C2H,S,Canoe Kayak Club Sabolien,"
			3		",niveau,Florian Busson,"
			4		","
			493.19		",867,"
			622		","
			7		","
			2001		"
K1H,C,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,YaËl Normand,"
			4		","
			494.59		",709,"
			623		","
			316		","
			2008		"
K1H,J,Montpellier Eaux Vives,"
			3		",niveau,Malo Fouquet,"
			4		","
			495.54		",708,"
			624		","
			317		","
			2007		"
K1H,J,Plumeliau Canoe Kayak ,"
			3		",niveau,Nino Pontillo,"
			4		","
			495.58		",707,"
			625		","
			318		","
			2006		"
K1D,S,C.k. Pont De Roide,"
			3		",niveau,Elodie Delavelle,"
			4		","
			495.99		",618,"
			626		","
			110		","
			1991		"
C1H,C,Canoe Kayak Tain Tournon,"
			3		",niveau,Cedric Passas,"
			4		","
			496.66		",712,"
			627		","
			145		","
			2008		"
K1D,S,Canoe Kayak Club France,"
			3		",niveau,Alina Rassel,"
			4		","
			497.23		",614,"
			628		","
			111		","
			1996		"
K1D,C,Ascpa C.k. Strasbourg,"
			3		",niveau,Sophia Mouhoub,"
			4		","
			497.49		",671,"
			629		","
			112		","
			2008		"
K1D,J,Golbey Epinal St Nabord,"
			3		",niveau,Justine Haton,"
			4		","
			498.29		",667,"
			630		","
			113		","
			2006		"
C1H,C,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Titouan Bertrand,"
			4		","
			498.47		",709,"
			631		","
			146		","
			2008		"
C1H,S,C.k.c. Nancy Tomblaine,"
			3		",niveau,Benjamin Dodane,"
			4		","
			499.3		",647,"
			632		","
			147		","
			1998		"
K1H,S,Ascpa C.k. Strasbourg,"
			3		",niveau,Paul Gstalter,"
			4		","
			500.05		",646,"
			633		","
			319		","
			2003		"
C1H,J,Club Canoe Kayak Vienne,"
			3		",niveau,Romain Bertrand,"
			4		","
			500.14		",704,"
			634		","
			148		","
			2007		"
K1H,S,Canoe Kayak Toulousain,"
			3		",niveau,Paul Crampes,"
			4		","
			501.23		",645,"
			635		","
			320		","
			2005		"
C1D,C,Canoe Kayak Tain Tournon,"
			3		",niveau,Laura Lesches,"
			4		","
			502.43		",765,"
			636		","
			47		","
			2008		"
C1D,S,Canoe Kayak Jarnac Sports,"
			3		",niveau,Oceane Sedrue,"
			4		","
			502.46		",699,"
			637		","
			48		","
			2005		"
K1D,C,Annonay Canoe Kayak Club,"
			3		",niveau,Marie - Lou Cote,"
			4		","
			502.54		",664,"
			638		","
			114		","
			2009		"
K1D,C,C.k.c. Beaurainvillois,"
			3		",niveau,Callie Leroy,"
			4		","
			503.26		",660,"
			639		","
			115		","
			2009		"
K1H,M,Torcy Canoe Kayak,"
			3		",niveau,Edgar Duchemin,"
			4		","
			504.07		",644,"
			640		","
			321		","
			2010		"
K1H,J,C.k.c. Guingampais,"
			3		",niveau,Loan Beaucourt,"
			4		","
			504.72		",702,"
			641		","
			322		","
			2006		"
K1H,V1,Les Castors Rislois Ck Pont-audemer,"
			3		",niveau,Mathieu Godin,"
			4		","
			504.81		",641,"
			642		","
			323		","
			1986		"
K1H,S,Val De L'indre Canoe Kayak,"
			3		",niveau,Killian Berlu,"
			4		","
			505.73		",640,"
			643		","
			324		","
			2003		"
C1H,C,Les Alligators - Landerneau,"
			3		",niveau,Louka Molina-combot,"
			4		","
			506.6		",702,"
			644		","
			149		","
			2008		"
K1H,S,Canoe Kayak Club Brionne,"
			3		",niveau,Antoine Martin,"
			4		","
			507.29		",639,"
			645		","
			325		","
			1993		"
K1H,S,C.k.c. Nancy Tomblaine,"
			3		",niveau,Romain Tissier,"
			4		","
			507.98		",638,"
			646		","
			326		","
			1994		"
C1H,J,Canoe Kayak Club Sabolien,"
			3		",niveau,Matteo Weinegaessel,"
			4		","
			507.99		",700,"
			647		","
			150		","
			2006		"
K1H,V2,Canoe Kayak Haute Isere,"
			3		",niveau,Julien Beltrami,"
			4		","
			508.12		",637,"
			648		","
			327		","
			1983		"
K1H,S,Picquigny Vieille Somme,"
			3		",niveau,Robin Dheilly,"
			4		","
			508.18		",636,"
			649		","
			328		","
			1996		"
K1H,J,Canoe Kayak Du Pays De Broceliande,"
			3		",niveau,Duncan Coppens,"
			4		","
			509.24		",695,"
			650		","
			329		","
			2006		"
K1D,C,Golbey Epinal St Nabord,"
			3		",niveau,Lili Ulmer,"
			4		","
			509.34		",657,"
			651		","
			116		","
			2009		"
K1H,S,Hermes Canoe Kayak,"
			3		",niveau,Paul Pesant,"
			4		","
			510.4		",634,"
			652		","
			330		","
			2004		"
C1H,J,U.s.c. Nay Canoe Kayak,"
			3		",niveau,Florian Latapiebayroo,"
			4		","
			510.48		",697,"
			653		","
			151		","
			2006		"
K1D,S,Club Canoe Kayak Vienne,"
			3		",niveau,Emilie Armani,"
			4		","
			510.8		",593,"
			654		","
			117		","
			2000		"
K1H,V2,Canoe Kayak Val De Risle,"
			3		",niveau,Guillaume Doutreix,"
			4		","
			511.06		",632,"
			655		","
			331		","
			1980		"
K1H,S,Canoe Kayak Jarnac Sports,"
			3		",niveau,Dylan Renneteau,"
			4		","
			511.11		",631,"
			656		","
			332		","
			2003		"
K1H,J,Club Canoe Kayak Vienne,"
			3		",niveau,Romain Bertrand,"
			4		","
			511.21		",690,"
			657		","
			333		","
			2007		"
K1H,J,Canoe Kayak Clisson,"
			3		",niveau,Robin Guignard,"
			4		","
			511.56		",689,"
			658		","
			334		","
			2007		"
K1H,V1,Grenoble Alpes Canoe Kayak,"
			3		",niveau,Remi Wolf,"
			4		","
			511.68		",628,"
			659		","
			335		","
			1985		"
K1D,J,Chateauneuf Pagaie Aventure,"
			3		",niveau,Serena Guibane,"
			4		","
			512.1		",650,"
			660		","
			118		","
			2006		"
C1H,V2,Canoe Kayak Lagny,"
			3		",niveau,Maxime Cousin,"
			4		","
			512.32		",635,"
			661		","
			152		","
			1981		"
K1H,J,Club Loisirs Pop. Lochrist,"
			3		",niveau,Youn Roger,"
			4		","
			512.6		",687,"
			662		","
			336		","
			2007		"
K1H,C,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Tylo Egraz,"
			4		","
			512.8		",686,"
			663		","
			337		","
			2009		"
K1D,J,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Ninon Sanchette,"
			4		","
			513.23		",646,"
			664		","
			119		","
			2007		"
K1H,V2,C.k. Bousse Hagondange,"
			3		",niveau,Florent Tamburini,"
			4		","
			513.99		",625,"
			665		","
			338		","
			1981		"
K1H,V5,Canoe Kayak Club Du Mans,"
			3		",niveau,Jerome Marchais,"
			4		","
			514.83		",624,"
			666		","
			339		","
			1967		"
C1H,S,Les Alligators - Landerneau,"
			3		",niveau,Titouan Briand,"
			4		","
			515.1		",632,"
			667		","
			153		","
			2005		"
C1D,C,Golbey Epinal St Nabord,"
			3		",niveau,Lili Ulmer,"
			4		","
			516.13		",753,"
			668		","
			49		","
			2009		"
K1H,S,Amicale Laique Pontouvre,"
			3		",niveau,Clement Riera,"
			4		","
			516.4		",622,"
			669		","
			340		","
			2003		"
K1H,S,Canoe Kayak Du Val D'albret,"
			3		",niveau,Thomas Bisetto,"
			4		","
			516.91		",621,"
			670		","
			341		","
			1998		"
C1H,S,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Pierric Clipet,"
			4		","
			517.15		",630,"
			671		","
			154		","
			2005		"
K1H,C,Canoe Kayak Florentais,"
			3		",niveau,Nattael Talbot,"
			4		","
			517.84		",680,"
			672		","
			342		","
			2009		"
K1H,C,C.k.c. Nancy Tomblaine,"
			3		",niveau,Remi Becker,"
			4		","
			517.95		",679,"
			673		","
			343		","
			2008		"
C1H,C,Cadpa Huningue,"
			3		",niveau,Arik Buetikofer,"
			4		","
			518.96		",687,"
			674		","
			155		","
			2008		"
C1D,J,Spcoc La Colle Sur Loup,"
			3		",niveau,Julia Coronel,"
			4		","
			519.22		",746,"
			675		","
			50		","
			2007		"
K1H,S,C.k.c. De L'ill Selestat,"
			3		",niveau,Timothee Foltz,"
			4		","
			519.29		",618,"
			676		","
			344		","
			2002		"
K1H,J,Plumeliau Canoe Kayak ,"
			3		",niveau,Clement Le Naour,"
			4		","
			519.31		",677,"
			677		","
			345		","
			2006		"
C2H,S,Cadpa Huningue,"
			3		",niveau,Julien Pajaud,"
			4		","
			519.45		",845,"
			678		","
			8		","
			2002		"
C1H,C,Canoe Kayak Clisson,"
			3		",niveau,Felix Bernier,"
			4		","
			519.99		",685,"
			679		","
			156		","
			2008		"
K1H,J,Ascpa C.k. Strasbourg,"
			3		",niveau,Etienne Flavier,"
			4		","
			522.61		",676,"
			680		","
			346		","
			2006		"
K1D,V2,Lannion Canoe Kayak,"
			3		",niveau,Veronique Vourch,"
			4		","
			523.14		",583,"
			681		","
			120		","
			1980		"
C1H,V3,Canoe Kayak Toulousain,"
			3		",niveau,Simon Cayez,"
			4		","
			523.18		",623,"
			682		","
			157		","
			1978		"
K1H,J,U.s.c. Nay Canoe Kayak,"
			3		",niveau,Florian Latapiebayroo,"
			4		","
			524.21		",675,"
			683		","
			347		","
			2006		"
C1H,S,F.l.canoe Kayak Chalonnes,"
			3		",niveau,Maxence Davy,"
			4		","
			524.54		",620,"
			684		","
			158		","
			2004		"
K1H,J,C.k. St Maurice Gourdans,"
			3		",niveau,Gauthier Jakubowicz,"
			4		","
			524.58		",674,"
			685		","
			348		","
			2007		"
C1H,C,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Tylo Egraz,"
			4		","
			524.74		",678,"
			686		","
			159		","
			2009		"
K1D,J,Chateauneuf Vibrac CanoË Kayak,"
			3		",niveau,Marion Brouillet,"
			4		","
			524.88		",639,"
			687		","
			121		","
			2007		"
C1H,S,Kayak Club De Rennes,"
			3		",niveau,Louis Beaumois,"
			4		","
			525.04		",615,"
			688		","
			160		","
			2001		"
K1H,V4,Annonay Canoe Kayak Club,"
			3		",niveau,Denis Cote,"
			4		","
			525.32		",612,"
			689		","
			349		","
			1972		"
K1H,V1,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Jimmy Aguiar,"
			4		","
			525.41		",611,"
			690		","
			350		","
			1986		"
K1H,V2,Canoe Kayak Lagny,"
			3		",niveau,Maxime Cousin,"
			4		","
			525.48		",610,"
			691		","
			351		","
			1981		"
C1H,J,Association Vezere Canoe Kayak,"
			3		",niveau,Lucas Grandjean,"
			4		","
			525.54		",673,"
			692		","
			161		","
			2007		"
K1D,M,Orthez Nautique C.k.,"
			3		",niveau,Roxanne Brotons,"
			4		","
			526.3		",576,"
			693		","
			122		","
			2010		"
K1D,S,Club Sportif Beaumontais Canoe Kayak,"
			3		",niveau,Elise Masseline,"
			4		","
			526.38		",572,"
			694		","
			123		","
			2005		"
K1H,S,Ck Lyon Oullins La Mulatiere,"
			3		",niveau,Gautier Paillard,"
			4		","
			526.42		",609,"
			695		","
			352		","
			1991		"
C1H,J,Lanester Canoe Kayak Club,"
			3		",niveau,Jules Le Nevez,"
			4		","
			526.43		",671,"
			696		","
			162		","
			2007		"
K1H,S,C.k.c. De L'ill Selestat,"
			3		",niveau,Paul Frommer,"
			4		","
			527.75		",608,"
			697		","
			353		","
			1997		"
K1H,J,Kayak Club De Metz,"
			3		",niveau,Ethan Cerf,"
			4		","
			527.97		",667,"
			698		","
			354		","
			2006		"
K1D,J,Spcoc La Colle Sur Loup,"
			3		",niveau,Julia Coronel,"
			4		","
			528.32		",629,"
			699		","
			124		","
			2007		"
K1H,J,Club Nautique De La Platiere,"
			3		",niveau,Mathieu Melmont,"
			4		","
			529.13		",666,"
			700		","
			355		","
			2006		"
K1D,S,Ascpa C.k. Strasbourg,"
			3		",niveau,Anais Mouhoub,"
			4		","
			529.23		",565,"
			701		","
			125		","
			1999		"
K1H,J,Val De L'indre Canoe Kayak,"
			3		",niveau,Simon Duchesne-redon,"
			4		","
			529.4		",665,"
			702		","
			356		","
			2007		"
K1H,V4,Les Alligators - Landerneau,"
			3		",niveau,Jean Aussant,"
			4		","
			529.58		",604,"
			703		","
			357		","
			1970		"
K1H,J,Canoe Kayak Toulousain,"
			3		",niveau,Gaspard Pichonneau-dahlem,"
			4		","
			529.88		",662,"
			704		","
			358		","
			2006		"
K1H,V3,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,Nicolas Detheve,"
			4		","
			530.03		",601,"
			705		","
			359		","
			1977		"
K1H,J,Kayak Club Pont Rean,"
			3		",niveau,Marius Chotard,"
			4		","
			530.2		",660,"
			706		","
			360		","
			2007		"
C1H,V2,Hermes Canoe Kayak,"
			3		",niveau,Jacob Sierota,"
			4		","
			531.6		",608,"
			707		","
			163		","
			1984		"
C1D,C,Kayak Club De Metz,"
			3		",niveau,Britta Jung,"
			4		","
			531.92		",740,"
			708		","
			51		","
			2009		"
C1H,C,Ancerville-bar Le Duc,"
			3		",niveau,Louis Arribe,"
			4		","
			532.63		",666,"
			709		","
			164		","
			2008		"
K1H,J,Club Mjc St Brieuc C.k.,"
			3		",niveau,Nathan Guilleray,"
			4		","
			532.79		",659,"
			710		","
			361		","
			2006		"
C1D,J,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Suzel Cayrat,"
			4		","
			533.86		",733,"
			711		","
			52		","
			2006		"
K1H,C,Canoe Kayak Club Sabolien,"
			3		",niveau,Aubin Cherre,"
			4		","
			534.83		",658,"
			712		","
			362		","
			2009		"
C2M,V1,Tardoire Canoe Kayak,"
			3		",niveau,Frederic Boob,"
			4		","
			535.58		",960,"
			713		","
			2		","
			1970		"
K1H,J,Canoe Kayak De Quimperle,"
			3		",niveau,Titouan Vigouroux,"
			4		","
			535.63		",657,"
			714		","
			363		","
			2007		"
K1D,S,Canoe Kayak Val De Risle,"
			3		",niveau,Lison Gautrelet,"
			4		","
			536.08		",562,"
			715		","
			126		","
			2002		"
K1H,S,Lannion Canoe Kayak,"
			3		",niveau,Dorian GodÉ,"
			4		","
			537.01		",596,"
			716		","
			364		","
			2004		"
C1D,C,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Nina Vandame,"
			4		","
			537.79		",727,"
			717		","
			53		","
			2008		"
K1H,C,Torcy Canoe Kayak,"
			3		",niveau,Nolann Fidon,"
			4		","
			538.33		",655,"
			718		","
			365		","
			2008		"
K1D,J,Association Vezere Canoe Kayak,"
			3		",niveau,Carla Vigliotti,"
			4		","
			538.62		",618,"
			719		","
			127		","
			2007		"
C1D,C,Spcoc La Colle Sur Loup,"
			3		",niveau,Lou Ourmieres,"
			4		","
			539.54		",721,"
			720		","
			54		","
			2008		"
K1H,J,Lanester Canoe Kayak Club,"
			3		",niveau,Clement Hado,"
			4		","
			539.63		",653,"
			721		","
			366		","
			2006		"
K1H,C,Canoe Kayak Club Senonais,"
			3		",niveau,Ronan Poret,"
			4		","
			541.27		",652,"
			722		","
			367		","
			2008		"
C2H,V5,Cognac Canoe Kayak,"
			3		",niveau,Christian Boob,"
			4		","
			541.93		",822,"
			723		","
			9		","
			1967		"
C1D,C,Canoe Kayak Toulousain,"
			3		",niveau,InÈs L'hote,"
			4		","
			542.13		",714,"
			724		","
			55		","
			2008		"
K1H,S,Les Castors Rislois Ck Pont-audemer,"
			3		",niveau,Esteban Olivier,"
			4		","
			542.25		",591,"
			725		","
			368		","
			2004		"
K1H,S,Bourg Canoe Kayak Eaux Vives,"
			3		",niveau,Jalil- Ilias Yousri,"
			4		","
			542.89		",590,"
			726		","
			369		","
			2004		"
K1H,V3,Canoe Kayak Florentais,"
			3		",niveau,Jerome Talbot,"
			4		","
			543.33		",589,"
			727		","
			370		","
			1975		"
C2M,S,Club Sportif Beaumontais Canoe Kayak,"
			3		",niveau,Chloe Gatuingt,"
			4		","
			543.35		",920,"
			728		","
			3		","
			2003		"
K1H,S,Val De L'indre Canoe Kayak,"
			3		",niveau,Thomas Sudron,"
			4		","
			544.21		",588,"
			729		","
			371		","
			2005		"
C1H,J,Montpellier Eaux Vives,"
			3		",niveau,Malo Fouquet,"
			4		","
			544.53		",663,"
			730		","
			165		","
			2007		"
C1H,C,Canoe Kayak Club France,"
			3		",niveau,Antonin Trotta,"
			4		","
			545.86		",661,"
			731		","
			166		","
			2009		"
K1H,V2,C.k. Bousse Hagondange,"
			3		",niveau,Gauthier Timmermans,"
			4		","
			545.93		",587,"
			732		","
			372		","
			1984		"
C2H,J,C.k.c. Guingampais,"
			3		",niveau,Victor Julou Feger,"
			4		","
			548.24		",860,"
			733		","
			10		","
			2006		"
C1H,S,U.s.c. Nay Canoe Kayak,"
			3		",niveau,Martin Grzeskowiak,"
			4		","
			548.39		",598,"
			734		","
			167		","
			2005		"
K1H,V1,Eyrieux Canoe Kayak,"
			3		",niveau,Paco Keller,"
			4		","
			548.42		",586,"
			735		","
			373		","
			1986		"
C1H,J,Foix Canoe Kayak Eau Vive,"
			3		",niveau,Matteo Leman,"
			4		","
			548.57		",656,"
			736		","
			168		","
			2007		"
C1H,S,C.k.c. Beaurainvillois,"
			3		",niveau,Thibaut Evrard,"
			4		","
			549.62		",594,"
			737		","
			169		","
			2002		"
K1D,C,Kayak Club Angerien,"
			3		",niveau,Graciella Gay,"
			4		","
			549.96		",615,"
			738		","
			128		","
			2009		"
K1H,J,Club Sportif Beaumontais Canoe Kayak,"
			3		",niveau,Enzo Clupty,"
			4		","
			550.02		",645,"
			739		","
			374		","
			2006		"
K1D,S,Canoe Kayak Du Pays De Broceliande,"
			3		",niveau,Noemie Herpin,"
			4		","
			550.37		",551,"
			740		","
			129		","
			2004		"
K1D,J,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Yasmin Carneiro Jourdant,"
			4		","
			551.16		",608,"
			741		","
			130		","
			2007		"
C1H,V5,Tardoire Canoe Kayak,"
			3		",niveau,Frederic Boob,"
			4		","
			551.53		",591,"
			742		","
			170		","
			1967		"
K1H,S,Golbey Epinal St Nabord,"
			3		",niveau,Quentin Dierstein,"
			4		","
			551.66		",583,"
			743		","
			375		","
			2005		"
C1H,J,Kayak Club De Metz,"
			3		",niveau,Baptiste Albert,"
			4		","
			551.86		",649,"
			744		","
			171		","
			2006		"
C1H,J,Eyrieux Canoe Kayak,"
			3		",niveau,Lucas Mathevet,"
			4		","
			551.97		",646,"
			745		","
			172		","
			2007		"
K1D,S,C.k.c. De L'ill Selestat,"
			3		",niveau,Claire Colin,"
			4		","
			552.06		",544,"
			746		","
			131		","
			2005		"
K1H,J,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Cyprien Dore,"
			4		","
			552.74		",642,"
			747		","
			376		","
			2007		"
K1H,J,C.k.c. Nancy Tomblaine,"
			3		",niveau,Ruben Richard,"
			4		","
			553.22		",641,"
			748		","
			377		","
			2007		"
K1D,C,Canoe Kayak Montreuil,"
			3		",niveau,Louann Demanet,"
			4		","
			553.29		",601,"
			749		","
			132		","
			2008		"
C1D,J,Kayak Club De Metz,"
			3		",niveau,Eva Mirguet Montoya,"
			4		","
			553.53		",708,"
			750		","
			56		","
			2007		"
C1H,J,Red Star Club Champigny,"
			3		",niveau,Gaspard Vincent,"
			4		","
			553.87		",644,"
			751		","
			173		","
			2007		"
K1D,C,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,Lou Carbon,"
			4		","
			554.21		",597,"
			752		","
			133		","
			2008		"
C1H,S,C.k.c. Beaurainvillois,"
			3		",niveau,Paul Lecomte,"
			4		","
			554.67		",582,"
			753		","
			174		","
			2003		"
C1H,V1,Torcy Canoe Kayak,"
			3		",niveau,Julien Fougeron,"
			4		","
			554.71		",579,"
			754		","
			175		","
			1985		"
C1D,J,Les Alligators - Landerneau,"
			3		",niveau,Clara Perrot,"
			4		","
			555.23		",701,"
			755		","
			57		","
			2006		"
C1D,S,Kayak Club De Metz,"
			3		",niveau,Lucille Meunier-cheyssac,"
			4		","
			557.11		",635,"
			756		","
			58		","
			2002		"
C1H,J,C.k. Dormans Eaux Libres,"
			3		",niveau,Julien Tassotti,"
			4		","
			557.24		",637,"
			757		","
			176		","
			2006		"
C1H,V1,J.s.p.a. Mayenne,"
			3		",niveau,Yoann Bizot,"
			4		","
			557.96		",574,"
			758		","
			177		","
			1985		"
K1H,C,Sports Nautiques Asfeld,"
			3		",niveau,Clement Dufraine,"
			4		","
			558.59		",640,"
			759		","
			378		","
			2008		"
C1D,S,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Adeline Roux,"
			4		","
			559.25		",629,"
			760		","
			59		","
			2002		"
K1D,S,Club Sportif Beaumontais Canoe Kayak,"
			3		",niveau,Chloe Gatuingt,"
			4		","
			559.81		",534,"
			761		","
			134		","
			1992		"
K1H,J,Hermes Canoe Kayak,"
			3		",niveau,Noann Capitao,"
			4		","
			559.95		",639,"
			762		","
			379		","
			2007		"
K1H,V5,Canoe Kayak Club Bourg Saint Andeol,"
			3		",niveau,Philippe Lelieur,"
			4		","
			559.96		",578,"
			763		","
			380		","
			1965		"
C1H,J,Canoe Kayak Clisson,"
			3		",niveau,Eliot Chouteau,"
			4		","
			560.22		",632,"
			764		","
			178		","
			2007		"
C1D,C,Canoe Kayak Clisson,"
			3		",niveau,Margot Renaudineau,"
			4		","
			560.92		",682,"
			765		","
			60		","
			2008		"
K1D,M,Red Star Club Champigny,"
			3		",niveau,Amal Renoux,"
			4		","
			561.43		",530,"
			766		","
			135		","
			2010		"
K1H,C,Montpellier Eaux Vives,"
			3		",niveau,Thomas Retailleau,"
			4		","
			561.65		",637,"
			767		","
			381		","
			2008		"
K1H,J,Canoe Kayak Toulousain,"
			3		",niveau,Hippolyte Lalanne,"
			4		","
			563.17		",636,"
			768		","
			382		","
			2006		"
K1H,J,C.k. Dormans Eaux Libres,"
			3		",niveau,Julien Tassotti,"
			4		","
			563.94		",635,"
			769		","
			383		","
			2006		"
K1D,C,Ckc Vallee De L'ain,"
			3		",niveau,Gladys Dupuis,"
			4		","
			564.44		",587,"
			770		","
			136		","
			2009		"
K1H,V3,Club Sportif Beaumontais Canoe Kayak,"
			3		",niveau,Bertrand Avril,"
			4		","
			564.93		",573,"
			771		","
			384		","
			1979		"
K1H,V4,Canoe Kayak Club Bourg Saint Andeol,"
			3		",niveau,Julien Suarez,"
			4		","
			565.91		",572,"
			772		","
			385		","
			1973		"
K1D,C,C.k. St Maurice Gourdans,"
			3		",niveau,NoÉmie Gaillard,"
			4		","
			566.45		",583,"
			773		","
			137		","
			2009		"
C2H,S,C.k.c. Beaurainvillois,"
			3		",niveau,Nicolas Ducrocq,"
			4		","
			567.21		",778,"
			774		","
			11		","
			2003		"
K1D,J,Angouleme Canoe Kayak,"
			3		",niveau,Manon Joubert,"
			4		","
			567.43		",580,"
			775		","
			138		","
			2006		"
K1H,V3,Association Vezere Canoe Kayak,"
			3		",niveau,Marc Brossard,"
			4		","
			569.08		",571,"
			776		","
			386		","
			1977		"
C1H,J,Canoe Kayak Jarnac Sports,"
			3		",niveau,Justinien Yvonnet-joubert,"
			4		","
			569.77		",629,"
			777		","
			179		","
			2006		"
K1H,C,Canoe Kayak Clisson,"
			3		",niveau,Arthur Chouteau,"
			4		","
			571.12		",630,"
			778		","
			387		","
			2009		"
K1H,J,U.s. Sauveterre C.k.,"
			3		",niveau,Jules Beigbeder,"
			4		","
			572.41		",629,"
			779		","
			388		","
			2007		"
C1D,C,Red Star Club Champigny,"
			3		",niveau,Morgane Gharbi-louyer,"
			4		","
			573.28		",676,"
			780		","
			61		","
			2009		"
K1D,C,Spcoc La Colle Sur Loup,"
			3		",niveau,Lou Ourmieres,"
			4		","
			573.41		",576,"
			781		","
			139		","
			2008		"
C1H,J,Red Star Club Champigny,"
			3		",niveau,Alexandre Fallourd-marec,"
			4		","
			573.59		",627,"
			782		","
			180		","
			2007		"
K1H,V4,C.k.c. De L'ill Selestat,"
			3		",niveau,Christophe Siffert,"
			4		","
			574.68		",568,"
			783		","
			389		","
			1970		"
C1H,C,V.p.a. Pont D'arc,"
			3		",niveau,Paki Magnani,"
			4		","
			575.08		",625,"
			784		","
			181		","
			2008		"
K1H,C,Canoe Kayak Jarnac Sports,"
			3		",niveau,Brice Basset - Bacles,"
			4		","
			575.53		",627,"
			785		","
			390		","
			2008		"
K1H,C,Canoe Kayak Toulousain,"
			3		",niveau,Luis Andre,"
			4		","
			575.54		",626,"
			786		","
			391		","
			2008		"
C1H,C,Club Canoe Kayak L'islois,"
			3		",niveau,Louis Duffours,"
			4		","
			576.01		",622,"
			787		","
			182		","
			2008		"
K1D,C,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Ambre Christin,"
			4		","
			576.37		",573,"
			788		","
			140		","
			2008		"
K1H,J,Club Sportif Beaumontais Canoe Kayak,"
			3		",niveau,Hugo Mayaud Ingham,"
			4		","
			576.82		",625,"
			789		","
			392		","
			2007		"
C1D,S,Canoe Kayak Val De Risle,"
			3		",niveau,Lison Gautrelet,"
			4		","
			577.22		",609,"
			790		","
			62		","
			2002		"
K1H,J,Montpellier Mediterranee Metropole Ck-uc,"
			3		",niveau,Guillaume Olive,"
			4		","
			577.52		",623,"
			791		","
			393		","
			2007		"
K1D,J,Club Nautique De La Platiere,"
			3		",niveau,Judith Gery,"
			4		","
			579.6		",569,"
			792		","
			141		","
			2006		"
C1D,M,Association Vezere Canoe Kayak,"
			3		",niveau,Leana Grandjean,"
			4		","
			579.82		",603,"
			793		","
			63		","
			2010		"
C1H,J,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Eliott Arnauld De Sartre,"
			4		","
			580.21		",620,"
			794		","
			183		","
			2006		"
C1H,J,C.k.c. Guingampais,"
			3		",niveau,Loan Beaucourt,"
			4		","
			581.04		",617,"
			795		","
			184		","
